A	Coef	t	p.value	p.value.adj	F	F.p.value	trtTpo-trtTdu
1.53	0.06	0.32	0.75755	0.806675	0.1	0.75755	0
2.16	0.091	0.45	0.66069	0.7246	0.21	0.66069	0
7.21	-0.363	-5.51	0.00029	0.001135	30.41	0.00029	-1
6	0.809	7.31	3e-05	0.000193	53.45	3e-05	1
-0.55	0.259	0.74	0.47453	0.557012	0.55	0.47453	0
2.57	-0.449	-3.19	0.0101	0.021565	10.16	0.0101	-1
8.45	0.228	3.39	0.00723	0.016306	11.48	0.00723	1
5.85	0.979	12.67	0	6e-06	160.4	0	1
5.1	0.118	0.93	0.3728	0.457197	0.87	0.3728	0
4.06	3.305	6.28	0.00011	0.000512	39.43	0.00011	1
8.21	-0.49	-7.69	2e-05	0.00014	59.18	2e-05	-1
6.76	0.291	2.88	0.01702	0.033546	8.27	0.01702	1
6.98	1.315	16.6	0	1e-06	275.53	0	1
5.6	-0.268	-3.47	0.00631	0.014519	12.05	0.00631	-1
4.23	-0.379	-3.68	0.00452	0.010958	13.51	0.00452	-1
-0.19	0.811	2.36	0.04064	0.070053	5.58	0.04064	0
4.52	-0.507	-3.05	0.01267	0.026108	9.31	0.01267	-1
1.04	-1.182	-4.69	0.00093	0.002947	21.98	0.00093	-1
5.4	-0.348	-4.45	0.00133	0.003956	19.83	0.00133	-1
6.6	0.139	1.87	0.09238	0.140839	3.49	0.09238	0
6.1	0.167	2.06	0.06743	0.10808	4.24	0.06743	0
-0.44	0.233	0.83	0.42414	0.509002	0.7	0.42414	0
6.5	-1.101	-16.27	0	1e-06	264.63	0	-1
7.19	0.438	6.07	0.00014	0.000632	36.9	0.00014	1
-0.12	0.008	0.03	0.9803	0.985468	0	0.9803	0
2.44	1.956	10.13	0	2.5e-05	102.67	0	1
5.23	-0.07	-0.84	0.41929	0.503974	0.71	0.41929	0
7.74	-0.509	-7.79	2e-05	0.000129	60.74	2e-05	-1
4.95	-0.96	-8.87	1e-05	5.6e-05	78.68	1e-05	-1
4.78	-0.841	-7.24	3e-05	0.000205	52.45	3e-05	-1
1.82	0.617	2.16	0.05699	0.093578	4.67	0.05699	0
3.68	-0.297	-2.38	0.03959	0.068603	5.65	0.03959	0
0.6	1.203	4.37	0.00151	0.004407	19.09	0.00151	1
7.07	0.058	0.9	0.39167	0.475793	0.8	0.39167	0
8.09	0.532	6.76	6e-05	0.000319	45.75	6e-05	1
5.52	0.124	1.25	0.24145	0.31772	1.56	0.24145	0
5.01	-0.483	-4.46	0.00132	0.003939	19.86	0.00132	-1
0.48	0.191	0.55	0.59452	0.665727	0.3	0.59452	0
7.75	0.827	7.33	3e-05	0.00019	53.72	3e-05	1
15.17	0.281	1.28	0.22906	0.304192	1.65	0.22906	0
3.95	0.941	7.49	3e-05	0.000167	56.05	3e-05	1
-0.28	0.278	0.78	0.45383	0.53809	0.61	0.45383	0
2.21	0.534	3.2	0.00985	0.021124	10.25	0.00985	1
3.9	1.052	8.88	1e-05	5.6e-05	78.81	1e-05	1
1.77	0.203	0.92	0.38137	0.46557	0.84	0.38137	0
7.39	-0.436	-6.71	6e-05	0.000336	45.05	6e-05	-1
1.03	0.475	1.69	0.12236	0.179339	2.87	0.12236	0
6.98	-0.221	-3.13	0.01103	0.02328	9.82	0.01103	-1
3.54	0.307	2.03	0.07079	0.112637	4.12	0.07079	0
1.39	0.339	1.43	0.18345	0.252182	2.05	0.18345	0
4.08	-0.904	-7.39	3e-05	0.00018	54.6	3e-05	-1
4.39	0.141	1.39	0.1967	0.267031	1.92	0.1967	0
-0.39	-0.07	-0.2	0.84369	0.878577	0.04	0.84369	0
7.19	0.341	4.71	9e-04	0.002871	22.19	9e-04	1
2.9	0.182	1.18	0.26683	0.345292	1.39	0.26683	0
7.39	-0.236	-3.72	0.00418	0.010258	13.87	0.00418	-1
2.83	-0.281	-1.94	0.08175	0.127148	3.77	0.08175	0
2.13	0.076	0.38	0.71563	0.771006	0.14	0.71563	0
4.51	-0.675	-7.28	3e-05	0.000198	52.98	3e-05	-1
4.1	-0.605	-5.69	0.00023	0.000943	32.35	0.00023	-1
4.28	-0.971	-6.07	0.00014	0.000637	36.8	0.00014	-1
5.94	0.01	0.1	0.92322	0.93995	0.01	0.92322	0
1.78	0.218	1.02	0.33152	0.415155	1.05	0.33152	0
3.9	-0.969	-5.34	0.00037	0.001364	28.52	0.00037	-1
4.15	-0.435	-4.08	0.00237	0.006415	16.64	0.00237	-1
2.77	-0.719	-4.76	0.00084	0.002693	22.68	0.00084	-1
2.7	1.644	8.67	1e-05	6.6e-05	75.09	1e-05	1
7.23	-0.145	-1.67	0.12706	0.185451	2.79	0.12706	0
1.35	0.188	0.94	0.37099	0.455299	0.88	0.37099	0
6.2	-0.054	-0.71	0.49402	0.575087	0.51	0.49402	0
4.05	0.105	0.95	0.36505	0.448887	0.9	0.36505	0
6.49	0.906	7.81	2e-05	0.000127	61.04	2e-05	1
2.41	-0.393	-2.12	0.06058	0.098878	4.51	0.06058	0
5.86	-0.057	-0.74	0.47839	0.560492	0.54	0.47839	0
0.45	0.22	0.7	0.50148	0.582247	0.49	0.50148	0
1.61	1.034	4.45	0.00133	0.003947	19.84	0.00133	1
4.54	0.078	0.63	0.54354	0.620621	0.4	0.54354	0
4.91	-0.248	-2.02	0.0715	0.113607	4.09	0.0715	0
1.23	-0.128	-0.51	0.62323	0.690766	0.26	0.62323	0
4.01	-0.823	-7.71	2e-05	0.000138	59.38	2e-05	-1
2.95	2.453	11.19	0	1.3e-05	125.2	0	1
5.35	-0.33	-3.88	0.00327	0.00839	15.03	0.00327	-1
2.22	-0.028	-0.1	0.92452	0.940731	0.01	0.92452	0
5.8	-0.217	-2.69	0.02333	0.043849	7.23	0.02333	-1
3.08	-0.4	-2.92	0.01574	0.031357	8.54	0.01574	-1
0.44	-1.162	-4	0.00271	0.007183	15.96	0.00271	-1
4.37	-0.203	-2.07	0.0666	0.106886	4.27	0.0666	0
0.8	1.712	6.29	1e-04	0.000509	39.53	1e-04	1
5.2	0.114	1.33	0.21449	0.287231	1.76	0.21449	0
4.53	0.361	3.73	0.0041	0.010123	13.95	0.0041	1
2.29	-2.326	-10.22	0	2.3e-05	104.44	0	-1
5.55	0.074	0.99	0.34561	0.42933	0.98	0.34561	0
-0.16	0.234	0.63	0.54529	0.622012	0.39	0.54529	0
4.56	-0.118	-1.23	0.24703	0.323426	1.52	0.24703	0
8.07	-0.338	-4.72	0.00089	0.002846	22.27	0.00089	-1
4.18	-0.542	-4.83	0.00076	0.002488	23.32	0.00076	-1
4.24	-0.208	-1.12	0.28934	0.370196	1.26	0.28934	0
1.57	-0.228	-0.93	0.37469	0.459108	0.87	0.37469	0
8.3	-0.397	-1.29	0.22561	0.300132	1.67	0.22561	0
1.68	0.325	1.55	0.15427	0.217668	2.39	0.15427	0
1.32	-2.445	-8.25	1e-05	9e-05	68.12	1e-05	-1
4.18	-0.024	-0.16	0.87439	0.90263	0.03	0.87439	0
2.67	2.908	4.49	0.00127	0.003794	20.12	0.00127	1
5.96	0.328	4.18	0.00202	0.005615	17.48	0.00202	1
2.17	0.242	1.45	0.17767	0.245568	2.11	0.17767	0
4.88	-0.285	-3.16	0.0106	0.022504	9.97	0.0106	-1
4.68	0.562	5.1	0.00052	0.001812	25.98	0.00052	1
8.88	-0.973	-9.19	0	4.5e-05	84.54	0	-1
8.02	-0.152	-2.23	0.05067	0.084491	4.97	0.05067	0
5.11	0.525	5.75	0.00021	0.000886	33.03	0.00021	1
3.62	-0.787	-5.87	0.00018	0.000776	34.51	0.00018	-1
2.94	-0.407	-2.31	0.0444	0.075464	5.33	0.0444	0
3.87	1.061	7.89	2e-05	0.000118	62.28	2e-05	1
0.81	0.634	2.42	0.03709	0.06483	5.84	0.03709	0
3.06	-3.873	-8.82	1e-05	5.8e-05	77.88	1e-05	-1
6.86	0.653	8.33	1e-05	8.4e-05	69.43	1e-05	1
5.48	-0.528	-5.75	0.00021	0.000883	33.06	0.00021	-1
3.1	-0.466	-3.13	0.0111	0.023385	9.8	0.0111	-1
2.97	0.888	3.98	0.00279	0.007371	15.81	0.00279	1
5.89	0.578	7.75	2e-05	0.000133	60.08	2e-05	1
2.54	-0.392	-2.55	0.02962	0.05375	6.5	0.02962	0
5.28	1.489	14	0	3e-06	195.86	0	1
4.95	0.06	0.64	0.53471	0.613029	0.41	0.53471	0
5.04	-0.713	-7.78	2e-05	0.000131	60.51	2e-05	-1
7.35	-0.483	-6.69	6e-05	0.000343	44.78	6e-05	-1
6.69	-0.143	-1.6	0.14087	0.202356	2.57	0.14087	0
0.63	-0.155	-0.58	0.57486	0.648545	0.34	0.57486	0
1.44	0	0	0.99886	0.999137	0	0.99886	0
1.07	-1.615	-5.93	0.00017	0.000736	35.11	0.00017	-1
6.06	-0.482	-6.08	0.00014	0.000629	36.97	0.00014	-1
3.34	0.132	0.89	0.3964	0.480462	0.79	0.3964	0
1.81	-1.234	-6.98	4e-05	0.000262	48.76	4e-05	-1
8.33	-0.285	-3.46	0.00645	0.014809	11.95	0.00645	-1
7.17	0.281	3.77	0.00387	0.009608	14.22	0.00387	1
8.08	-0.011	-0.16	0.87387	0.902555	0.03	0.87387	0
5.37	-2.046	-16.59	0	1e-06	275.1	0	-1
6.04	-0.236	-2.7	0.02304	0.043407	7.27	0.02304	-1
0.67	0.149	0.69	0.50782	0.588259	0.47	0.50782	0
1.35	-0.178	-0.8	0.44137	0.526182	0.64	0.44137	0
0.42	0.279	1.13	0.28418	0.364727	1.29	0.28418	0
6.34	-0.499	-3.91	0.00312	0.008073	15.26	0.00312	-1
5.43	-0.063	-0.79	0.45101	0.535467	0.62	0.45101	0
0	-0.748	-2.21	0.05226	0.086788	4.89	0.05226	0
0.43	0.171	0.63	0.54026	0.617992	0.4	0.54026	0
8.03	1.572	12.81	0	6e-06	164.15	0	1
4.13	0.458	1.37	0.20195	0.272933	1.87	0.20195	0
7.03	-0.383	-5.6	0.00026	0.001035	31.4	0.00026	-1
4.53	0.388	4.1	0.00228	0.006198	16.85	0.00228	1
2.2	1.273	5.43	0.00032	0.00123	29.54	0.00032	1
2.59	1.409	7.91	2e-05	0.000117	62.64	2e-05	1
-0.46	0.034	0.09	0.92835	0.94392	0.01	0.92835	0
0.84	0.728	3.24	0.00925	0.020026	10.5	0.00925	1
4.67	0.671	5.55	0.00028	0.001096	30.76	0.00028	1
4	-0.139	-1.21	0.25499	0.332175	1.46	0.25499	0
2.33	-0.054	-0.36	0.72989	0.783066	0.13	0.72989	0
4.42	-0.605	-4.57	0.00112	0.003423	20.88	0.00112	-1
4.14	-0.956	-7.56	2e-05	0.000156	57.2	2e-05	-1
2.09	0.56	2.96	0.01473	0.029619	8.77	0.01473	1
1.55	-0.288	-1.4	0.19261	0.262408	1.96	0.19261	0
7.76	0.341	3.66	0.00467	0.011263	13.36	0.00467	1
8.82	-0.792	-5.83	0.00019	0.000812	34	0.00019	-1
4.96	0.6	2.65	0.02485	0.046349	7.03	0.02485	1
4.47	0.405	4.06	0.00244	0.006569	16.49	0.00244	1
1.4	1.23	3.86	0.00334	0.008539	14.93	0.00334	1
6.44	-0.203	-2.69	0.02348	0.044064	7.21	0.02348	-1
3.21	-0.521	-3.72	0.00421	0.010324	13.83	0.00421	-1
6.24	-0.326	-3.92	0.00307	0.007973	15.34	0.00307	-1
5.52	0.213	2.57	0.02849	0.052044	6.61	0.02849	0
8.11	-0.888	-12.69	0	6e-06	160.99	0	-1
5.82	0.484	0.93	0.37454	0.459065	0.87	0.37454	0
8.45	-0.525	-7.95	2e-05	0.000113	63.23	2e-05	-1
7.21	-0.748	-9.08	0	4.8e-05	82.44	0	-1
7.19	-0.363	-5.46	0.00031	0.001206	29.76	0.00031	-1
4.36	2.502	15.15	0	2e-06	229.38	0	1
1.17	0.34	1.3	0.22336	0.297364	1.69	0.22336	0
4.01	0.333	2.94	0.01528	0.030537	8.65	0.01528	1
3.03	0.184	1.15	0.27675	0.356483	1.33	0.27675	0
4.66	-0.648	-6.26	0.00011	0.000523	39.15	0.00011	-1
3.74	-0.21	-1.55	0.15411	0.217535	2.39	0.15411	0
2.52	-0.339	-2.18	0.05477	0.090506	4.77	0.05477	0
4.11	-0.148	-1.28	0.23099	0.306324	1.63	0.23099	0
2.8	0.467	2.84	0.01813	0.03543	8.06	0.01813	1
6.8	0.116	1.72	0.11776	0.173425	2.95	0.11776	0
4.85	0.29	3.31	0.00818	0.018087	10.98	0.00818	1
1.45	-0.836	-3.4	0.00705	0.015961	11.58	0.00705	-1
0.8	0.903	3.79	0.00374	0.009353	14.39	0.00374	1
5.13	1.646	12.06	0	8e-06	145.39	0	1
8.16	1.403	16.71	0	1e-06	279.21	0	1
1.86	0.282	1.29	0.22654	0.301253	1.67	0.22654	0
-0.05	-0.169	-0.45	0.66439	0.728151	0.2	0.66439	0
2.16	-0.1	-0.52	0.61788	0.686057	0.27	0.61788	0
4.16	1.1	9.12	0	4.7e-05	83.17	0	1
5.73	-0.43	-3.9	0.00312	0.008085	15.25	0.00312	-1
5.38	-0.204	-2.44	0.03571	0.062838	5.94	0.03571	0
4.9	0.195	1.92	0.08484	0.131009	3.68	0.08484	0
4.65	-0.123	-1.16	0.2726	0.351732	1.35	0.2726	0
4.6	-0.234	-2.31	0.04449	0.075584	5.33	0.04449	0
4.72	0.64	5.35	0.00036	0.001354	28.59	0.00036	1
0.37	-0.234	-0.68	0.51387	0.593663	0.46	0.51387	0
10.53	-0.039	-0.3	0.77233	0.819532	0.09	0.77233	0
3.61	1.145	9.82	0	3e-05	96.48	0	1
2.86	0.49	3.45	0.00648	0.014864	11.93	0.00648	1
2.66	-0.963	-4.8	0.00079	0.002554	23.08	0.00079	-1
1.93	-1.199	-5.41	0.00033	0.00127	29.23	0.00033	-1
6.82	0.042	0.52	0.61282	0.681638	0.27	0.61282	0
9.89	-0.495	-5.37	0.00035	0.001326	28.8	0.00035	-1
1.5	-0.83	-3.68	0.00447	0.010869	13.56	0.00447	-1
6.16	0.048	0.66	0.52622	0.605372	0.43	0.52622	0
6.47	-0.428	-6.23	0.00011	0.000538	38.78	0.00011	-1
1.25	-1.153	-5.19	0.00045	0.001625	26.93	0.00045	-1
5.52	-0.053	-0.53	0.6048	0.674761	0.29	0.6048	0
3.34	-1.791	-5.02	0.00058	0.001988	25.19	0.00058	-1
0.37	-0.649	-2.08	0.06516	0.104945	4.32	0.06516	0
8.87	-0.37	-5.58	0.00026	0.001058	31.15	0.00026	-1
6.13	0.682	5.94	0.00016	0.000727	35.26	0.00016	1
3.63	-0.276	-1.88	0.09032	0.138334	3.54	0.09032	0
6.07	-0.214	-2.85	0.01774	0.034775	8.13	0.01774	-1
7.67	0.916	11.3	0	1.2e-05	127.67	0	1
2.24	-0.435	-2.08	0.06525	0.105059	4.32	0.06525	0
2.29	-0.012	-0.06	0.95605	0.966732	0	0.95605	0
2.58	-0.148	-1.02	0.33452	0.418326	1.03	0.33452	0
4.25	-0.015	-0.12	0.90929	0.929047	0.01	0.90929	0
4.93	-0.679	-7.24	3e-05	0.000207	52.36	3e-05	-1
1.84	0.507	2.52	0.03111	0.055972	6.35	0.03111	0
7.26	-0.622	-7.15	4e-05	0.000223	51.13	4e-05	-1
5.87	1.553	12.02	0	8e-06	144.43	0	1
-0.12	-0.248	-0.63	0.54231	0.619671	0.4	0.54231	0
3.11	2.156	12.79	0	6e-06	163.58	0	1
1.43	1.061	4.27	0.00177	0.005015	18.22	0.00177	1
1.67	0.907	4.33	0.00162	0.004658	18.71	0.00162	1
1.46	-0.631	-2.26	0.04795	0.080672	5.12	0.04795	0
6.05	-0.064	-0.75	0.47294	0.555622	0.56	0.47294	0
6.36	-0.848	-7.34	3e-05	0.000189	53.85	3e-05	-1
6.91	-0.546	-8	1e-05	0.000109	63.95	1e-05	-1
3.89	3.156	19.09	0	1e-06	364.32	0	1
3.91	1.205	10.19	0	2.4e-05	103.93	0	1
2.06	1.104	6.67	7e-05	0.000351	44.43	7e-05	1
4.55	-1.056	-8.95	1e-05	5.3e-05	80.17	1e-05	-1
3.68	5.387	14.31	0	3e-06	204.88	0	1
5.75	0.497	5.2	0.00044	0.001603	27.05	0.00044	1
2.56	-0.069	-0.38	0.71158	0.767737	0.15	0.71158	0
6.04	0.231	2.42	0.03706	0.064801	5.84	0.03706	0
5.41	-0.281	-3.5	0.00601	0.013975	12.25	0.00601	-1
-0.08	0.489	1.47	0.1738	0.240897	2.16	0.1738	0
5.98	1.095	13.46	0	4e-06	181.15	0	1
4.22	-0.499	-5.06	0.00054	0.001894	25.61	0.00054	-1
3.63	-0.12	-0.81	0.43518	0.520256	0.66	0.43518	0
0.27	0.83	3.25	0.00912	0.01981	10.55	0.00912	1
2.41	1.095	6.19	0.00012	0.000562	38.3	0.00012	1
2.9	0.318	2.36	0.04061	0.07002	5.58	0.04061	0
7.23	-0.16	-1.95	0.08021	0.125125	3.82	0.08021	0
5.5	-0.047	-0.48	0.6409	0.706766	0.23	0.6409	0
6.79	-0.351	-3.89	0.0032	0.008243	15.13	0.0032	-1
5.57	-1.137	-10.29	0	2.2e-05	105.97	0	-1
3.62	-0.471	-3.85	0.00339	0.008639	14.85	0.00339	-1
3.14	3.091	11.84	0	9e-06	140.28	0	1
0.41	-0.566	-1.52	0.1605	0.225334	2.31	0.1605	0
1.71	-0.776	-3.72	0.00423	0.01036	13.81	0.00423	-1
6.36	0.059	0.79	0.44817	0.532621	0.62	0.44817	0
6.74	0.059	0.88	0.40013	0.484322	0.77	0.40013	0
0.43	-0.675	-2.34	0.04197	0.071984	5.49	0.04197	0
5.22	1.719	14.31	0	3e-06	204.71	0	1
3	-1.003	-7.64	2e-05	0.000145	58.43	2e-05	-1
1.5	-0.046	-0.2	0.84508	0.879765	0.04	0.84508	0
7.28	0.339	3.91	0.00308	0.007985	15.32	0.00308	1
2.11	-0.407	-2.29	0.04565	0.077361	5.25	0.04565	0
1.38	-2.08	-6.45	8e-05	0.000431	41.64	8e-05	-1
7.88	-0.687	-9.08	0	4.8e-05	82.41	0	-1
3.92	-0.322	-1.58	0.14718	0.209667	2.48	0.14718	0
6.95	-0.17	-2.4	0.03817	0.066425	5.75	0.03817	0
6.1	-0.534	-6.98	4e-05	0.000262	48.74	4e-05	-1
1.47	-0.101	-0.48	0.64003	0.706096	0.23	0.64003	0
2.74	-0.349	-2.36	0.04049	0.069878	5.59	0.04049	0
8.64	-0.385	-5.5	0.00029	0.001152	30.25	0.00029	-1
2.66	-0.625	-3.2	0.00983	0.021084	10.26	0.00983	-1
5.95	-0.464	-5.11	0.00051	0.001792	26.08	0.00051	-1
5.46	-0.275	-3.22	0.0095	0.02048	10.39	0.0095	-1
2.83	0.008	0.04	0.96822	0.975986	0	0.96822	0
3.1	0.217	1.24	0.24468	0.321181	1.53	0.24468	0
2.44	-0.256	-1.2	0.25829	0.335736	1.44	0.25829	0
1.51	-1.818	-8.3	1e-05	8.7e-05	68.85	1e-05	-1
4.06	-0.592	-5.25	0.00042	0.001518	27.52	0.00042	-1
2.18	0.251	1.23	0.24654	0.323021	1.52	0.24654	0
6.27	1.709	6.57	7e-05	0.000383	43.21	7e-05	1
1.16	0.937	3.93	0.00299	0.007802	15.47	0.00299	1
5.42	0.892	5.11	0.00051	0.001791	26.09	0.00051	1
2.53	-0.113	-0.65	0.53166	0.610317	0.42	0.53166	0
4.7	0.808	7.26	3e-05	0.000203	52.66	3e-05	1
2.28	-1.139	-5.09	0.00052	0.001837	25.86	0.00052	-1
3.7	-0.162	-1.18	0.2658	0.34433	1.39	0.2658	0
0.09	-0.184	-0.65	0.52885	0.60755	0.43	0.52885	0
4.39	0.858	7.63	2e-05	0.000148	58.2	2e-05	1
9.31	0.17	2.13	0.05954	0.097288	4.55	0.05954	0
4.18	-0.163	-1.12	0.28918	0.370085	1.26	0.28918	0
7.01	0.474	5.98	0.00015	0.000695	35.78	0.00015	1
4.18	0.201	1.58	0.14506	0.207066	2.51	0.14506	0
4.35	-0.254	-2.56	0.02905	0.052877	6.55	0.02905	0
6.85	-0.519	-7.28	3e-05	0.000198	53.03	3e-05	-1
7.46	-0.166	-2.62	0.02608	0.048299	6.88	0.02608	-1
1.57	1.269	5.43	0.00032	0.001238	29.48	0.00032	1
6.36	-0.223	-2	0.07479	0.117883	3.98	0.07479	0
6.53	-0.685	-8.7	1e-05	6.4e-05	75.71	1e-05	-1
2.27	-0.769	-2.88	0.01678	0.033127	8.32	0.01678	-1
5.1	0.199	2.25	0.04922	0.082545	5.05	0.04922	0
4.98	0.21	2.54	0.02993	0.0542	6.46	0.02993	0
5.85	-0.155	-2.04	0.06998	0.111551	4.15	0.06998	0
3.14	-0.235	-1.92	0.08456	0.130625	3.69	0.08456	0
2.82	0.104	0.65	0.53325	0.61186	0.42	0.53325	0
1.93	0.52	3	0.01385	0.028152	8.99	0.01385	1
4.27	1.552	10.06	0	2.6e-05	101.18	0	1
6.8	-0.066	-0.64	0.53992	0.617802	0.4	0.53992	0
4.66	-0.375	-2.16	0.05717	0.093815	4.66	0.05717	0
3.62	0.546	3.85	0.00342	0.008714	14.8	0.00342	1
5.73	1.072	8.36	1e-05	8.3e-05	69.86	1e-05	1
6.28	0.961	11.74	0	1e-05	137.92	0	1
2.4	0.537	3.06	0.01241	0.025662	9.39	0.01241	1
1.37	-0.392	-1.89	0.08863	0.136115	3.58	0.08863	0
7.23	0.108	1.4	0.19159	0.261255	1.97	0.19159	0
0.85	-0.122	-0.38	0.71221	0.768185	0.14	0.71221	0
6.29	-0.584	-3.31	0.00818	0.018087	10.98	0.00818	-1
1.48	-1.582	-7.9	2e-05	0.000117	62.48	2e-05	-1
7.18	0.063	0.84	0.42055	0.505313	0.71	0.42055	0
0.88	-0.573	-2.39	0.03903	0.067719	5.69	0.03903	0
2.36	0.394	2	0.07399	0.116865	4.01	0.07399	0
5.71	0.805	6.45	9e-05	0.000432	41.6	9e-05	1
6.47	-0.302	-3.31	0.00826	0.018248	10.94	0.00826	-1
3.05	-1.034	-7.95	2e-05	0.000113	63.24	2e-05	-1
1.36	-0.062	-0.24	0.81499	0.855201	0.06	0.81499	0
3.97	-0.226	-2.12	0.06082	0.099178	4.5	0.06082	0
0.46	-0.175	-0.54	0.59961	0.670121	0.29	0.59961	0
6.8	-0.042	-0.62	0.55187	0.628041	0.38	0.55187	0
6.08	0.125	1.47	0.17382	0.240897	2.16	0.17382	0
4.69	0.187	1.67	0.12616	0.184316	2.8	0.12616	0
3.64	0.262	1.92	0.08499	0.131195	3.68	0.08499	0
1.13	-0.806	-3.6	0.0051	0.012149	12.96	0.0051	-1
4.82	-0.131	-1.04	0.32549	0.408524	1.07	0.32549	0
2.74	-0.38	-2.51	0.03153	0.056576	6.31	0.03153	0
2.26	-1.177	-6.27	0.00011	0.000519	39.26	0.00011	-1
2.6	-0.127	-0.74	0.47865	0.560568	0.54	0.47865	0
2.13	0.785	4.51	0.00121	0.00367	20.38	0.00121	1
9.24	-1.055	-12.44	0	7e-06	154.78	0	-1
-0.44	-0.484	-1.25	0.24217	0.318524	1.55	0.24217	0
5.16	-1.244	-11.19	0	1.3e-05	125.29	0	-1
6.23	0.723	7.58	2e-05	0.000154	57.42	2e-05	1
0.61	0.131	0.33	0.74739	0.798303	0.11	0.74739	0
4.34	0.103	0.89	0.39591	0.480138	0.79	0.39591	0
7.94	-0.338	-4.84	0.00074	0.00244	23.47	0.00074	-1
2.06	0.391	1.89	0.08967	0.137471	3.56	0.08967	0
7.55	-0.142	-2.1	0.06338	0.102614	4.39	0.06338	0
1.16	-0.734	-3.08	0.01206	0.025057	9.49	0.01206	-1
1.27	-0.003	-0.01	0.99263	0.994489	0	0.99263	0
4.75	0.016	0.17	0.8721	0.901271	0.03	0.8721	0
4.32	0.44	3.66	0.00466	0.01126	13.36	0.00466	1
1.05	-0.831	-3.26	0.00896	0.019526	10.62	0.00896	-1
3.3	0.091	0.58	0.57578	0.649242	0.34	0.57578	0
3.17	-0.086	-0.61	0.55724	0.632879	0.37	0.55724	0
4.87	-0.565	-5.42	0.00033	0.00125	29.38	0.00033	-1
4.54	0.056	0.51	0.62153	0.689242	0.26	0.62153	0
1.32	-0.801	-2.88	0.01691	0.033351	8.29	0.01691	-1
8.52	0.635	7.97	1e-05	0.000111	63.53	1e-05	1
1.98	-1.135	-6.5	8e-05	0.000411	42.29	8e-05	-1
1.29	-0.095	-0.41	0.68915	0.749062	0.17	0.68915	0
6.24	-0.22	-2.65	0.02486	0.046356	7.03	0.02486	-1
7.07	-0.197	-2.98	0.0142	0.028743	8.9	0.0142	-1
3.46	-0.487	-2.91	0.01613	0.03203	8.46	0.01613	-1
1.18	-0.974	-4.61	0.00105	0.003233	21.28	0.00105	-1
6.65	0.379	5.48	3e-04	0.001173	30.05	3e-04	1
5.53	0.08	0.88	0.40166	0.486005	0.77	0.40166	0
-0.38	-0.439	-1.31	0.22096	0.29461	1.71	0.22096	0
2.89	2.032	13.49	0	4e-06	181.98	0	1
5.44	-0.148	-1.78	0.10585	0.158243	3.18	0.10585	0
7.11	0.66	10.56	0	1.9e-05	111.47	0	1
6.34	-0.369	-4.29	0.00172	0.0049	18.37	0.00172	-1
2.71	0.146	0.74	0.47882	0.560633	0.54	0.47882	0
3.76	0.235	1.96	0.07909	0.123624	3.85	0.07909	0
1.65	-0.112	-0.5	0.63086	0.697636	0.25	0.63086	0
10.07	-0.061	-0.71	0.49255	0.573685	0.51	0.49255	0
1.53	-0.423	-1.46	0.17682	0.244604	2.12	0.17682	0
4.63	0.114	1.24	0.24591	0.322634	1.53	0.24591	0
0.43	0.049	0.15	0.88534	0.911634	0.02	0.88534	0
7.05	3.391	18.58	0	1e-06	345.21	0	1
2.58	0.059	0.38	0.71218	0.768185	0.14	0.71218	0
6.74	0.028	0.43	0.67804	0.739696	0.18	0.67804	0
5.07	0.311	2.92	0.01593	0.031695	8.5	0.01593	1
6.1	-0.068	-0.98	0.35046	0.433994	0.96	0.35046	0
2.67	1.323	6.71	6e-05	0.000338	44.97	6e-05	1
6.3	-0.121	-1.67	0.12681	0.185115	2.79	0.12681	0
1.08	0.891	3.22	0.00953	0.020525	10.38	0.00953	1
5.93	-0.621	-6.78	6e-05	0.000314	45.99	6e-05	-1
6.21	0.186	1.51	0.16288	0.228342	2.28	0.16288	0
4.62	-1.947	-12.08	0	8e-06	145.81	0	-1
4.85	0.385	4.32	0.00164	0.004718	18.62	0.00164	1
4.63	0.227	2.38	0.03924	0.068046	5.67	0.03924	0
6.05	0.315	4.06	0.00244	0.006566	16.5	0.00244	1
1.76	0.169	0.92	0.38211	0.466309	0.84	0.38211	0
5.87	0.233	2.34	0.04213	0.072209	5.48	0.04213	0
5.42	1.482	15.87	0	2e-06	251.95	0	1
6.25	-0.495	-5.99	0.00015	0.000688	35.9	0.00015	-1
4.49	-0.133	-1.27	0.23383	0.30926	1.61	0.23383	0
6.71	0.204	2.75	0.02098	0.040137	7.57	0.02098	1
1.48	-0.44	-1.66	0.12884	0.187521	2.76	0.12884	0
6.34	-0.082	-1	0.3431	0.426953	0.99	0.3431	0
1.93	0.891	3.61	0.00506	0.012074	13	0.00506	1
3.32	-0.399	-2.88	0.0169	0.033337	8.3	0.0169	-1
2.74	0.732	4.47	0.0013	0.003892	19.95	0.0013	1
6.16	-0.75	-9.63	0	3.4e-05	92.72	0	-1
4.09	-0.355	-3.43	0.00677	0.015416	11.75	0.00677	-1
6.87	-0.127	-1.34	0.21122	0.28364	1.79	0.21122	0
4.36	-0.667	-5.76	0.00021	0.000877	33.14	0.00021	-1
5.14	-0.707	-7.74	2e-05	0.000134	59.98	2e-05	-1
3.31	0.155	1.07	0.3092	0.391747	1.15	0.3092	0
3.76	1.246	8.11	1e-05	1e-04	65.81	1e-05	1
